year,timestamp,courseenrolled,motivation_required,motivation_current,motivation_advancement,motivation_careerchange,motivation_profdev,motivation_jobdisplace,motivation_relocation,motivation_indcert,motivation_financial,motivation_enrichment,motivation_curiosity,participate_openhouse,participate_instdecday,participate_oncampusinfosess,participate_titanstue,participate_womenwhodare,participate_regcollegefair,impactenr_mshscompclass,impactenr_mshscompclub,impactenr_competitions,impactenr_afterschoolprog,impactenr_summerprog,impactenr_apclass,impactenr_dualenrollclass,impactenr_familyfriend,impactenr_familyfriendinfield,impactenr_hscounslor,impactenr_employer,hear_ccmwebsite,hear_billboard,hear_tv,hear_radio,hear_socmedia,hear_communityevent,hear_familyfriend,hear_employer,hear_ccmstudent,hear_ccmalumni,hear_hs,impactatt_affordable,impactatt_locconvenience,impactatt_progchoice,impactatt_onlineoff,impactatt_familyfriend,impactatt_facultystaff,impactatt_reputation,impactatt_scholarships,impactatt_transferstud,impactatt_smallclass,impactatt_extracurricula,degreeenrolled,infosource_hscounselor,infosource_ccmwebsite,infosource_ccmadmissions,infosource_ccmcounselor,infosource_employer,infosource_other,interest,interest_webdev,interest_cybersec,interest_appdev,interest_dataanalytics,interest_mlai,interest_compprog,interest_gamedes,interest_hardware,gender,race_ethnicity,age
2022,2022-10-05 17:44:25-05:00,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,,No Impact,No Impact,Humanities and Social Sciences (Liberal Arts & Sciences),Yes,No,Yes,No,No,No,3.0,No,No,No,No,No,No,No,No,Man,Black/African American,18 and younger
2022,2022-10-05 18:20:58-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,Don't recall,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,,Some Impact,High Impact,No Impact,No Impact,High Impact,Radiography,No,No,No,Yes,No,No,3.0,Yes,No,Yes,No,Yes,No,Yes,No,Man,Hispanic or Latino,21-24
2022,2022-10-06 08:42:57-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,Yes,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,3.0,No,No,No,No,No,No,No,No,Man,Asian;Black/African American;White/Caucasian;Multi-Racial,25-34
2022,2022-10-06 08:52:49-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,,,,,Some Impact,Some Impact,,,Don't recall,Yes,Don't recall,Don't recall,Yes,No,Yes,Don't recall,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,,Some Impact,Some Impact,Early Childhood Education,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,3.0,Yes,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
2022,2022-10-06 08:56:32-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,Yes,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Criminal Justice,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,3.0,Yes,Yes,Yes,No,No,No,No,No,Woman,White/Caucasian,19-20
2022,2022-10-06 08:59:52-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Early Childhood Education,No,No,No,Yes,No,No,2.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
2022,2022-10-06 09:02:34-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,Yes,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,2.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
2022,2022-10-06 09:48:13-05:00,CMP 135 Computer Concepts with Applications,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Nursing,Yes,No,No,No,No,No,3.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
2022,2022-10-06 09:48:13-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,3.0,No,No,No,No,No,No,No,No,Man,Asian;Black/African American;White/Caucasian;Multi-Racial,25-34
2022,2022-10-06 09:49:41-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,,,,,,,,,,,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Yes,High Impact,High Impact,High Impact,Some Impact,High Impact,,High Impact,High Impact,,Some Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,3.0,Yes,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
2022,2022-10-06 09:49:43-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,Yes,High Impact,Some Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Criminal Justice,No,No,Yes,Yes,No,No,3.0,No,Yes,Yes,Yes,No,No,Yes,No,Man,White/Caucasian,19-20
2022,2022-10-06 09:50:09-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Criminal Justice,No,No,No,No,No,Don't recall,3.0,No,Yes,No,No,No,No,No,No,Man,Hispanic or Latino,19-20
2022,2022-10-06 09:50:10-05:00,CMP 101 Computer Information Literacy,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No,No,No,No,No,No,Yes,No,No,Yes,Yes,High Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,3.0,No,Yes,Yes,No,No,No,Yes,No,Woman,White/Caucasian,19-20
2022,2022-10-06 09:50:29-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,High Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Exercise Science,No,Yes,Yes,No,No,No,3.0,No,No,Yes,No,Yes,No,No,No,Man,Hispanic or Latino,19-20
2022,2022-10-06 09:50:30-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,,High Impact,Some Impact,Music,No,No,Yes,Yes,No,No,3.0,No,No,No,No,No,No,No,No,Man,Black/African American,25-34
2022,2022-10-06 09:51:06-05:00,CMP 135 Computer Concepts with Applications,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,,,,,,,,,Radiography,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,3.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Woman,Asian,21-24
2022,2022-10-06 09:51:10-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,2.0,No,No,No,No,No,No,Yes,Yes,Man,Hispanic or Latino,21-24
2022,2022-10-06 09:51:20-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,Yes,No,No,Yes,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Exercise Science,No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,Man,Multi-Racial,21-24
2022,2022-10-06 09:51:35-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,No,3.0,No,No,No,No,No,No,No,No,Woman,Hispanic or Latino,19-20
2022,2022-10-06 09:52:26-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Exercise Science,No,No,No,Yes,No,No,3.0,No,No,Yes,No,No,No,No,No,Woman,Hispanic or Latino,19-20
2022,2022-10-06 09:53:08-05:00,CMP 135 Computer Concepts with Applications,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Don't recall,No,Yes,No,No,No,No,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,Yes,Yes,No,No,2.0,No,Yes,No,No,Yes,No,Yes,No,Man,White/Caucasian,25-34
2022,2022-10-06 09:53:28-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Criminal Justice,No,No,Yes,Yes,No,No,3.0,No,No,No,Yes,No,No,No,Yes,Woman,Hispanic or Latino;White/Caucasian,18 and younger
2022,2022-10-06 09:54:19-05:00,CMP 101 Computer Information Literacy,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Yes,Don't recall,Don't recall,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Don't recall,No,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Exercise Science,No,No,No,No,No,No,3.0,No,No,No,No,No,No,No,No,Man,Hispanic or Latino,18 and younger
2022,2022-10-06 09:56:13-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,Yes,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,Exercise Science,No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,25-34
2022,2022-10-06 09:59:41-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Sure,Not Sure,Yes,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Yes,No,Don't recall,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Don't recall,Yes,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Exercise Science,Don't recall,Yes,Yes,Don't recall,Don't recall,Yes,3.0,Yes,Yes,Yes,No,No,Yes,Yes,No,Man,White/Caucasian,19-20
2022,2022-10-06 16:32:00-05:00,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Teacher Education - Physical/Health Education,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,2.0,No,No,No,No,No,No,No,No,Man,Hispanic or Latino;White/Caucasian,21-24
2022,2022-10-06 17:06:25-05:00,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,Yes,Don't recall,No,No,Yes,No,Yes,Don't recall,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,No Impact,Communication,Don't recall,Don't recall,No,Yes,No,Don't recall,2.0,No,No,No,No,No,No,No,No,Man,White/Caucasian,25-34
2022,2022-10-06 17:35:59-05:00,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,Yes,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,3.0,No,No,Yes,No,No,No,Yes,No,Woman,White/Caucasian,19-20
2022,2022-10-07 12:08:13-05:00,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,,,,,,High Impact,,,,Yes,No,No,No,Yes,Don't recall,Yes,Don't recall,Yes,Don't recall,Yes,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Nursing,Yes,Yes,Yes,Yes,No,No,1.0,No,Yes,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
2022,2022-10-08 11:02:31-05:00,CMP 101 Computer Information Literacy,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,Yes,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,Man,Hispanic or Latino,21-24
2022,2022-10-09 19:00:53-05:00,CMP 101 Computer Information Literacy,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Business Administration,No,No,No,Yes,No,No,2.0,No,Yes,No,No,No,No,No,No,Man,Hispanic or Latino;Black/African American,18 and younger
2022,2022-10-17 21:28:25-05:00,CMP 101 Computer Information Literacy,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Not Sure,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Yes,Yes,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Other,No,Don't recall,Yes,No,No,No,5.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Man,Asian,25-34
2022,2022-10-18 11:35:42-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,Criminal Justice,No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,Man,Asian,19-20
2022,2022-10-18 11:35:49-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,Yes,Yes,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Criminal Justice,Yes,No,No,No,No,No,2.0,No,No,No,Yes,Yes,No,No,No,Man,White/Caucasian,18 and younger
2022,2022-10-18 11:35:50-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,Criminal Justice,No,No,Yes,Yes,No,No,2.0,Yes,No,Yes,No,No,No,No,No,Woman,Asian,18 and younger
2022,2022-10-18 11:36:00-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Some Impact,Some Impact,,,,,,,,,,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,,,,,,,,,,,,Criminal Justice,Yes,No,No,Yes,No,No,2.0,No,No,No,No,No,No,No,No,Woman,Asian,18 and younger
2022,2022-10-18 11:36:09-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,Yes,Yes,No,Yes,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,Yes,No,No,3.0,No,Yes,No,No,No,No,No,No,Woman,Black/African American,18 and younger
2022,2022-10-18 11:36:24-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,No,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Criminal Justice,No,No,No,No,No,No,3.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
2022,2022-10-18 11:36:28-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,No Impact,High Impact,No Impact,,,High Impact,High Impact,,No Impact,High Impact,Criminal Justice,No,No,No,Yes,No,No,2.0,No,No,No,No,Yes,No,No,No,Woman,White/Caucasian,18 and younger
2022,2022-10-18 11:37:02-05:00,CMP 135 Computer Concepts with Applications,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,No,2.0,No,Yes,No,Yes,Yes,No,No,No,Woman,White/Caucasian,18 and younger
2022,2022-10-18 11:37:51-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,,Some Impact,,,Some Impact,Some Impact,Some Impact,,,,,Criminal Justice,No,No,No,Yes,No,No,1.0,No,No,No,No,No,No,No,No,Woman,Asian,18 and younger
2022,2022-10-18 11:38:14-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Criminal Justice,No,No,No,No,No,Yes,3.0,No,Yes,No,No,No,Yes,Yes,No,Woman,Multi-Racial,18 and younger
2022,2022-10-18 11:38:20-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,No,2.0,No,No,No,No,No,No,No,No,Woman,American Indian/Native American/Alaska Native;White/Caucasian,18 and younger
2022,2022-10-18 11:38:35-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,Criminal Justice,No,No,No,No,No,No,1.0,No,Yes,No,No,No,No,No,No,Woman,Asian,18 and younger
2022,2022-10-18 11:38:39-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,No,2.0,No,No,No,No,No,No,No,No,Woman,Asian,18 and younger
2022,2022-10-18 11:38:39-05:00,CMP 135 Computer Concepts with Applications,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,,,,,,,,,,Don't recall,No,No,No,Don't recall,Don't recall,Don't recall,No,Don't recall,Don't recall,Yes,,Some Impact,Some Impact,,,,,,,,,Criminal Justice,No,No,No,No,No,No,3.0,No,Yes,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
2022,2022-10-18 11:38:41-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,,,,,,,,,,High Impact,,No,Yes,Yes,No,No,Yes,Don't recall,No,Don't recall,Don't recall,Yes,,,,,,,,,,,,Criminal Justice,No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
